"order_id","order_date","quantity","customer_id","name","email","phone","address","birthdate","product_id","name (Right)","category","price","stock"
2714,"2024-02-25",3,236,"Shirley Scott","Shirley@default.com",123456789,"6783 Forbes Path Suite 938, South Michael, WA 33061","1962-05-10",71,"Letter","Books",399.08,666
2715,"2025-06-20",2,389,"Stephanie Miller","Stephanie@default.com",123456789,"28371 Chelsea Dale, Johnsonton, CA 96085","1975-08-06",165,"Front","Beauty",239.23,123
2716,"2023-11-21",5,584,"Sandra Shaw","Sandra@default.com",123456789,"049 Curtis Summit Apt. 317, North Dustin, IL 83835","2003-02-20",110,"Class","Clothing",143.17,816
2717,"2024-08-27",3,854,"Heather Cruz","Heather@default.com",123456789,"PSC 3428, Box 0930, APO AA 24546","1996-10-13",24,"Go","Clothing",440.24,606
2718,"2024-12-26",4,252,"Charles Becker","Charles@default.com",123456789,"5316 Matthew Wall, Caseyport, VT 14500","1987-06-11",89,"Consider","Books",169.43,957
2719,"2024-02-29",7,512,"Danielle Williams","Danielle@default.com",123456789,"23413 Hill Rapids, North Gwendolyn, OH 39208","1957-01-27",172,"This","Clothing",170.92,973
2720,"2024-02-06",10,564,"Michelle Briggs","Michelle@default.com",123456789,"573 Sarah Grove Apt. 887, Earltown, FL 19954","1993-08-18",33,"Garden","Clothing",409.47,870
2721,"2025-03-20",2,671,"Chelsea Carr","Chelsea@default.com",123456789,"778 Eileen Corner Apt. 269, South Christopher, MI 79069","2007-06-21",62,"Standard","Electronics",442.14,848
2722,"2024-08-02",5,967,"Darrell Fernandez","Darrell@default.com",123456789,"62169 Adam Heights Apt. 666, New Marissa, MI 95313","1987-08-16",141,"Economic","Beauty",160.39,301
2723,"2023-12-15",4,702,"Karen Rodriguez","Karen@default.com",123456789,"204 Marissa Terrace, North Amandabury, OK 04925","1956-09-11",73,"Human","Beauty",449.97,630
2724,"2025-02-04",1,346,"Tim Rodriguez","Tim@default.com",123456789,"711 Johnston Passage, Garciafort, VT 24833","1958-10-12",213,"Choice","Beauty",449.12,105
2725,"2024-12-12",8,264,"Bradley Baker","Bradley@default.com",123456789,"50249 Karen Station Apt. 690, Angelahaven, KS 21115","1988-12-16",87,"Impact","Books",17.27,251
2726,"2025-02-01",6,782,"Adam Gilbert","Adam@default.com",123456789,"51683 Daniel Ports, North Carolinechester, OR 67525","1979-01-19",190,"Subject","Clothing",7.74,198
2727,"2024-04-13",4,842,"Gary Baldwin","Gary@default.com",123456789,"32057 Aaron Fall, Michaelfort, DC 93759","1981-07-14",284,"Same","Home",178.23,177
2728,"2024-08-27",7,501,"Shane Smith","Shane@default.com",123456789,"0321 Carpenter Crest Apt. 182, Ashleyhaven, WY 35011","2006-01-08",85,"Remember","Clothing",406.33,330
2729,"2024-09-29",7,990,"Colleen Jackson","Colleen@default.com",123456789,"40557 Brian Views, Whiteberg, WA 67555","1955-04-05",225,"Style","Books",139.5,258
2730,"2023-08-23",7,741,"Theresa Thomas","Theresa@default.com",123456789,"9046 Sara Causeway Suite 797, Stokesville, IN 72886","1957-08-07",125,"South","Home",305.07,247
2731,"2025-04-03",2,658,"Christopher Larson","Christopher@default.com",123456789,"70442 Morris Viaduct, Jaclynton, HI 16153","2006-09-11",298,"Human","Beauty",384.61,723
2732,"2023-09-14",5,758,"Vickie Stephens","Vickie@default.com",123456789,"54710 Wesley Grove, Wilkersonland, VA 52165","1992-02-10",21,"Admit","Clothing",136.27,732
2733,"2024-12-11",5,503,"Andrea Adkins","Andrea@default.com",123456789,"8771 Gonzalez Forest Apt. 688, Thompsonhaven, MT 50141","1996-04-16",69,"Entire","Books",157.59,534
2734,"2025-03-29",10,472,"Vicki Butler","Vicki@default.com",123456789,"2166 Stevens Green Apt. 314, Alexandraville, AK 85441","1995-07-11",52,"Blood","Beauty",141.96,869
2735,"2024-10-23",5,173,"Barbara Bryant","Barbara@default.com",123456789,"USCGC Jones, FPO AE 22302","2006-10-03",193,"Final","Books",57.76,369
2736,"2025-03-15",3,751,"Shannon Rivera","Shannon@default.com",123456789,"77017 Nicole Mall Apt. 758, West Carol, UT 82218","1962-07-21",81,"Seat","Beauty",81.5,845
2737,"2024-04-15",10,815,"Robin Smith","Robin@default.com",123456789,"229 Michelle Ramp Suite 272, Joneschester, DC 40182","2004-08-29",9,"Issue","Electronics",123.15,110
2738,"2024-08-31",7,361,"Justin Cole","Justin@default.com",123456789,"0252 Loretta Rapids Apt. 779, New Brianberg, IA 30848","1981-03-29",250,"Skin","Electronics",375.02,426
2739,"2024-05-30",6,174,"Brianna Johnson","Brianna@default.com",123456789,"238 Smith Circle Suite 417, Port Nicoleland, AZ 44631","1975-04-14",42,"Probably","Beauty",304.39,355
2740,"2025-05-20",10,144,"Evan Hudson","Evan@default.com",123456789,"569 Ball Vista Apt. 918, Brownland, NV 12841","1993-07-25",4,"Wait","Clothing",293.92,796
2741,"2024-09-09",3,738,"James Pierce","James@default.com",123456789,"668 Caldwell Loaf, Wilsonton, SD 28513","1981-09-20",4,"Wait","Clothing",293.92,796
2742,"2023-10-18",4,560,"Elijah Barnes","Elijah@default.com",123456789,"39369 Obrien Parkway, West Erica, ME 86891","1985-04-21",92,"Quality","Beauty",432.71,902
2743,"2024-04-05",5,501,"Shane Smith","Shane@default.com",123456789,"0321 Carpenter Crest Apt. 182, Ashleyhaven, WY 35011","2006-01-08",46,"Couple","Beauty",135.67,379
2744,"2024-04-22",3,189,"Paul Aguirre","Paul@default.com",123456789,"8939 Perez Path Suite 873, Lake Stephanie, VT 78387","1985-09-27",146,"Responsibility","Beauty",207.15,313
2745,"2025-01-09",7,939,"Tiffany Rios","Tiffany@default.com",123456789,"62989 Austin Circles Suite 268, Williamshire, IN 87943","1957-07-29",214,"Professor","Clothing",373.11,893
2746,"2024-10-10",9,911,"Christine Rogers","Christine@default.com",123456789,"6177 Jenkins Streets, Potterberg, CA 64453","1970-08-24",244,"Opportunity","Home",7.92,311
2747,"2024-11-15",4,556,"Theresa Matthews","Theresa@default.com",123456789,"Unit 3987 Box 9097, DPO AP 48622","1961-11-24",65,"Look","Home",418.12,156
2748,"2024-12-11",5,658,"Christopher Larson","Christopher@default.com",123456789,"70442 Morris Viaduct, Jaclynton, HI 16153","2006-09-11",106,"Doctor","Home",100.6,186
2749,"2024-06-11",5,981,"Rachel Johnson","Rachel@default.com",123456789,"86000 Barnes Ridge Suite 303, Rileyshire, PA 87148","1986-01-17",74,"Increase","Clothing",108.99,827
2750,"2024-06-22",2,61,"Cassandra Cooper","Cassandra@default.com",123456789,"84084 Stewart Mountains, Ramirezchester, SD 76431","2000-12-02",139,"Management","Electronics",333.8,17
2751,"2025-02-14",5,537,"Tammie Becker","Tammie@default.com",123456789,"211 Larry Branch, Lukehaven, NH 10021","1973-09-17",268,"Name","Books",323.16,635
2752,"2023-08-18",10,35,"Lisa Williams","Lisa@default.com",123456789,"51271 Michael Cape Suite 975, East Sarah, KS 19099","1979-10-22",231,"Bit","Electronics",354.68,66
2753,"2025-01-08",8,860,"Lisa Weber","Lisa@default.com",123456789,"01133 Nicholas Ranch Apt. 999, North Dennis, TX 42821","1981-08-14",211,"Far","Home",416.13,770
2754,"2024-02-26",9,868,"Kimberly Lyons","Kimberly@default.com",123456789,"8922 Brittany Fords Suite 718, Justinhaven, WA 86855","1994-05-23",123,"Writer","Home",365.63,195
2755,"2024-09-19",3,77,"Justin Sanchez","Justin@default.com",123456789,"587 Ramirez Path Suite 692, Port Nicholaschester, AR 69837","2003-12-24",90,"Turn","Electronics",465.75,88
2756,"2024-03-29",7,968,"Shawn Powell","Shawn@default.com",123456789,"USNS Morgan, FPO AE 99532","1989-02-09",20,"Fire","Beauty",110.51,964
2757,"2024-04-01",7,838,"Dr. Billy Gomez","Dr.@default.com",123456789,"3769 Ayers Ports Suite 058, Port Richardport, SC 52675","1995-11-12",93,"Happy","Books",406.32,461
2758,"2024-03-31",2,685,"William Daniels","William@default.com",123456789,"5549 Smith Fort Suite 089, Haleybury, KS 99891","1955-09-13",256,"Charge","Home",19.37,794
2759,"2023-12-16",3,50,"Earl Keller","Earl@default.com",123456789,"36284 Hall Square Suite 148, South Morgan, ME 50283","1970-08-13",46,"Couple","Beauty",135.67,379
2760,"2024-02-13",9,783,"Marcus Short","Marcus@default.com",123456789,"0858 Johnathan Valley, Whitakerburgh, WY 31221","1965-01-18",155,"Defense","Beauty",153.97,763
2761,"2025-01-27",8,7,"Mr. Robert Torres","Mr.@default.com",427697562,"20421 Murphy Bypass, New Bobby, MN 16365","1973-07-21",179,"Because","Home",126.2,495
2762,"2024-11-05",6,423,"Patricia Donaldson","Patricia@default.com",123456789,"49151 Mark Gardens Suite 441, Jonathanton, OR 63637","2006-04-25",215,"Drop","Beauty",239.96,12
2763,"2023-11-10",9,141,"Donald Farley","Donald@default.com",123456789,"PSC 1594, Box 8729, APO AP 43428","1961-08-20",3,"Suffer","Books",212.52,117
2764,"2023-07-25",6,863,"Karl Richards","Karl@default.com",123456789,"68890 Diane Knolls Suite 060, Lake Thomas, KS 54670","2007-07-17",286,"Recently","Beauty",391.71,76
2765,"2025-03-26",8,646,"Jordan Tucker","Jordan@default.com",123456789,"437 Ryan Plaza Suite 377, Mendezside, DC 44546","1989-11-25",121,"Station","Electronics",58.66,529
2766,"2024-11-08",6,237,"Dawn Summers","Dawn@default.com",123456789,"28320 Campbell Well, Amberburgh, OK 31398","1971-12-15",99,"Add","Books",115.1,684
2767,"2025-07-20",7,70,"Chloe Hall","Chloe@default.com",123456789,"685 Smith Route, Ginafort, MD 28097","2002-01-08",61,"Sit","Clothing",42.25,912
2768,"2024-05-06",8,725,"Jennifer Davis","Jennifer@default.com",123456789,"85908 Glover Street, East David, MD 69412","1967-05-16",272,"Me","Clothing",192.66,757
2769,"2024-09-02",7,155,"Michelle Martin","Michelle@default.com",123456789,"Unit 7892 Box 1987, DPO AP 04424","1982-01-12",49,"Factor","Electronics",423.82,663
2770,"2024-05-23",7,10,"Marvin Hinton","Marvin@default.com",658397614,"386 Norris Row, East Madison, RI 37105","1966-11-11",186,"Up","Home",349.7,611
2771,"2025-06-03",8,224,"Dave Lawrence","Dave@default.com",123456789,"PSC 8118, Box 2393, APO AP 25680","1963-07-28",277,"Firm","Beauty",377.24,640
2772,"2025-05-20",1,518,"Keith Hawkins","Keith@default.com",123456789,"98842 Benjamin River Suite 494, Walshland, VA 15765","2001-04-15",260,"Spend","Home",86.7,930
2773,"2024-11-20",9,467,"Christopher Harris","Christopher@default.com",123456789,"PSC 6832, Box 6265, APO AA 93201","1958-06-18",113,"Keep","Home",490.67,286
2774,"2024-10-24",1,383,"Michelle Mosley","Michelle@default.com",123456789,"56967 Virginia Flat Suite 482, Evansborough, NJ 36995","1976-08-07",238,"Form","Beauty",452.9,54
2775,"2024-07-09",7,62,"Mary Moody","Mary@default.com",123456789,"1533 Jane Bypass Suite 603, New Larryland, NE 15457","1999-09-08",107,"Seek","Beauty",167.49,499
2776,"2024-02-17",2,633,"Robert Lopez","Robert@default.com",123456789,"8842 Jonathon Fall Apt. 366, Benderport, AR 19453","1963-05-04",142,"Key","Clothing",424.77,226
2777,"2023-09-20",3,654,"Janice Roberts","Janice@default.com",123456789,"620 Allen Extension Apt. 518, Aliciaview, LA 41703","1974-01-27",28,"Cup","Electronics",353.25,248
2778,"2024-01-04",10,683,"Amber Vang","Amber@default.com",123456789,"41266 Pearson Groves, Martinezmouth, ME 39315","1969-08-23",100,"Defense","Clothing",409.21,388
2779,"2025-02-08",5,957,"Caitlin Maxwell","Caitlin@default.com",123456789,"259 Gary Grove, East Jill, IA 74551","1958-10-15",58,"Lead","Clothing",278.08,983
2780,"2023-07-23",4,632,"Stacey Bryant","Stacey@default.com",123456789,"589 Christina Run, Kimberlyburgh, GA 42243","1983-09-30",77,"Drug","Clothing",391.16,793
2781,"2023-10-22",10,935,"Lisa Page","Lisa@default.com",123456789,"99239 Campbell Run, South Stephaniebury, OR 66246","1970-12-13",243,"Fill","Books",193.29,971
2782,"2023-07-30",9,495,"Daniel Brady","Daniel@default.com",123456789,"PSC 5630, Box 8595, APO AP 73662","1964-05-27",255,"House","Clothing",220.74,231
2783,"2023-10-27",6,676,"Melissa Watts","Melissa@default.com",123456789,"055 Ramsey Gardens, Lake Caroline, ME 24450","1965-10-30",91,"Week","Clothing",402.11,285
2784,"2025-01-06",3,500,"Linda Chavez","Linda@default.com",123456789,"07800 Curtis Mount Apt. 489, Lake Savannah, IA 81031","1989-11-07",82,"Question","Clothing",465.29,748
2785,"2024-12-13",10,17,"Brandon Dunn","Brandon@default.com",649143329,"9938 Mills Lakes, West Ryan, CO 27848","1959-01-05",23,"Unit","Home",441.03,77
2786,"2024-04-12",9,7,"Mr. Robert Torres","Mr.@default.com",427697562,"20421 Murphy Bypass, New Bobby, MN 16365","1973-07-21",28,"Cup","Electronics",353.25,248
2787,"2024-08-10",10,545,"Kevin Jordan","Kevin@default.com",123456789,"3173 Walker Prairie Suite 984, Robinsonfurt, SD 99392","2007-05-20",187,"Season","Beauty",249.72,289
2788,"2023-09-23",5,565,"Elizabeth Murphy","Elizabeth@default.com",123456789,"3357 Carpenter Parkway Suite 197, West Jameshaven, GA 17793","1955-07-19",146,"Responsibility","Beauty",207.15,313
2789,"2024-02-15",1,422,"James Sanchez","James@default.com",123456789,"629 James Rapids, Jessicabury, DC 23949","1958-03-13",108,"Skill","Home",432.85,217
2790,"2025-07-03",7,13,"Amy Clayton","Amy@default.com",123456789,"7289 Bond Manors Apt. 951, New Davidland, OR 59011","1984-12-14",223,"Once","Electronics",43.35,988
2791,"2024-08-03",3,18,"Amy Mendoza","Amy@default.com",123456789,"9227 Lee Fall Apt. 516, Ashleystad, NV 89024","1968-03-14",129,"Common","Electronics",131.09,568
2792,"2024-06-29",7,543,"Brandon Lloyd","Brandon@default.com",123456789,"5890 Teresa Route, Elliottfort, AZ 42038","1957-04-19",172,"This","Clothing",170.92,973
2793,"2024-04-23",1,740,"Rachel Russell","Rachel@default.com",123456789,"3188 Jessica Square, South Virginia, SD 94555","1981-05-19",233,"Wife","Books",206.76,503
2794,"2023-10-25",8,282,"Erin Lozano","Erin@default.com",123456789,"21261 Chaney Springs Suite 784, West Danielport, NJ 46585","1973-05-25",23,"Unit","Home",441.03,77
2795,"2024-10-01",9,549,"Jeffery Hernandez","Jeffery@default.com",123456789,"03842 April Extension Suite 689, Burtonfort, NY 15573","1978-06-14",54,"Thousand","Beauty",386.7,842
2796,"2023-10-19",8,294,"Kimberly Kelley","Kimberly@default.com",123456789,"8763 James Throughway Apt. 550, Jasonstad, TN 28673","2001-12-25",27,"Argue","Books",417.7,642
2797,"2024-09-21",1,18,"Amy Mendoza","Amy@default.com",123456789,"9227 Lee Fall Apt. 516, Ashleystad, NV 89024","1968-03-14",276,"Involve","Electronics",192.67,212
2798,"2024-03-12",2,515,"Sandra Sanchez","Sandra@default.com",123456789,"10072 Lucas Valleys, Thomaston, VT 17162","1959-12-09",91,"Week","Clothing",402.11,285
2799,"2023-08-21",1,833,"Kayla Camacho","Kayla@default.com",123456789,"PSC 8801, Box 5530, APO AE 92259","2001-07-21",81,"Seat","Beauty",81.5,845
2800,"2024-01-26",5,715,"David Johnson","David@default.com",123456789,"733 Kevin Roads Suite 415, North Eric, CO 10452","2000-10-09",15,"Source","Clothing",40.91,693
2801,"2024-09-26",2,691,"Joshua Richard","Joshua@default.com",123456789,"5316 Joseph Roads Suite 592, Michaelchester, NM 12696","1964-07-03",249,"Foot","Electronics",212.42,782
2802,"2024-05-28",6,441,"Adam Keller","Adam@default.com",123456789,"1577 Maureen Rapid, East Michael, MD 57139","1985-06-15",264,"Explain","Electronics",18.35,602
2803,"2024-12-05",10,826,"Jennifer Reyes","Jennifer@default.com",123456789,"97242 Zavala Burg, Kellystad, MO 06638","1985-09-11",60,"Low","Electronics",9.79,650
2804,"2025-04-06",2,963,"Alexander Weaver","Alexander@default.com",123456789,"PSC 4661, Box 3798, APO AP 17051","1959-08-29",37,"Safe","Electronics",71.47,123
2805,"2024-04-19",5,932,"Deborah Andrade","Deborah@default.com",123456789,"4087 Clements Meadows Suite 277, Gabrielbury, WV 52051","1966-11-12",121,"Station","Electronics",58.66,529
2806,"2025-06-17",10,184,"Cathy Cunningham","Cathy@default.com",123456789,"013 Mcneil Stravenue, Lake Jordan, MA 43529","1970-12-22",228,"End","Home",73.5,489
2807,"2025-04-13",8,110,"Heather Webster","Heather@default.com",123456789,"47624 Tyler Village Suite 838, East Lawrencehaven, MN 38770","1968-03-23",297,"Option","Electronics",351.24,295
2808,"2023-10-12",6,941,"Diana Taylor","Diana@default.com",123456789,"99419 Schultz Creek, Amandachester, WY 76038","1991-10-09",167,"Often","Electronics",399.03,197
2809,"2024-02-19",1,99,"Sean Smith","Sean@default.com",123456789,"3267 Ramirez Point, Port Johnview, IN 53436","1983-06-12",215,"Drop","Beauty",239.96,12
2810,"2023-11-10",2,537,"Tammie Becker","Tammie@default.com",123456789,"211 Larry Branch, Lukehaven, NH 10021","1973-09-17",102,"Anyone","Beauty",156.07,29
2811,"2023-12-10",10,153,"Troy Conner","Troy@default.com",123456789,"9237 Simmons Ramp, Davidfort, CT 06815","1969-07-12",167,"Often","Electronics",399.03,197
2812,"2023-10-31",9,247,"James Johnson","James@default.com",123456789,"575 Gonzalez Crescent Apt. 443, South Andrea, CO 29643","1964-01-30",118,"Wind","Clothing",93.39,282
2813,"2025-04-05",1,197,"Gene Johnson","Gene@default.com",123456789,"4691 Colin Rapid Apt. 954, Shawnmouth, AR 06123","1963-07-12",57,"Remain","Electronics",371.91,443
2814,"2024-09-23",4,635,"Peter Smith","Peter@default.com",123456789,"536 Jose Stravenue, Hansenfort, ID 24590","1968-07-01",167,"Often","Electronics",399.03,197
2815,"2023-11-20",9,540,"Amber Reynolds","Amber@default.com",123456789,"197 Barbara Trafficway, North Robert, MI 21062","1982-11-05",117,"Office","Clothing",485.35,901
2816,"2023-09-27",3,259,"Laura Warren","Laura@default.com",123456789,"2351 Craig Plains Apt. 317, Robinsonmouth, MN 60830","1997-06-15",51,"Head","Books",214.67,12
2817,"2025-06-27",9,835,"Anne Mckinney","Anne@default.com",123456789,"75285 Burns Spur Apt. 762, Amandamouth, AL 36663","1979-06-14",122,"Stage","Home",220.11,970
2818,"2023-08-20",8,363,"Carrie Thomas","Carrie@default.com",123456789,"297 Willis Trail Apt. 379, Wolfmouth, NC 02272","2003-10-29",212,"Play","Clothing",276.2,502
2819,"2025-02-09",3,274,"Matthew Padilla","Matthew@default.com",123456789,"Unit 6047 Box 9463, DPO AP 51064","1988-10-10",103,"Lay","Beauty",398.7,506
2820,"2024-08-30",4,815,"Robin Smith","Robin@default.com",123456789,"229 Michelle Ramp Suite 272, Joneschester, DC 40182","2004-08-29",193,"Final","Books",57.76,369
2821,"2025-02-19",3,407,"Amanda Gonzalez","Amanda@default.com",123456789,"5237 Haynes Roads, Scottview, WI 52313","1987-01-24",113,"Keep","Home",490.67,286
2822,"2024-10-10",5,81,"Mary Conrad","Mary@default.com",123456789,"43494 Powers Keys Suite 225, New Nicolefort, ME 68057","1972-08-14",38,"Join","Home",62.14,815
2823,"2025-06-07",5,383,"Michelle Mosley","Michelle@default.com",123456789,"56967 Virginia Flat Suite 482, Evansborough, NJ 36995","1976-08-07",242,"Toward","Clothing",383.97,576
2824,"2024-09-14",1,983,"Tiffany Maldonado","Tiffany@default.com",123456789,"167 Smith Lock Apt. 765, Grayland, SC 62802","1970-05-18",300,"Against","Beauty",305.59,719
2825,"2024-06-29",8,416,"Jade Thompson","Jade@default.com",123456789,"06552 Oliver Manor Apt. 240, Toniton, MN 40012","1967-03-07",249,"Foot","Electronics",212.42,782
2826,"2024-02-20",10,471,"Valerie Stuart","Valerie@default.com",123456789,"357 Lauren Center, North Carolfurt, MS 44127","1997-01-10",28,"Cup","Electronics",353.25,248
2827,"2023-10-13",4,579,"Ashley James MD","Ashley@default.com",123456789,"USNS Peck, FPO AP 81827","1983-10-16",224,"Campaign","Home",146.44,52
2828,"2025-02-22",2,250,"Christopher Parks","Christopher@default.com",123456789,"449 Campbell Forges Apt. 487, Courtneymouth, IA 69191","1968-02-27",75,"Travel","Beauty",128.52,941
2829,"2024-09-01",2,714,"Whitney Cook","Whitney@default.com",123456789,"189 Rivera View, Lake Rebekahtown, TX 68746","1978-08-16",111,"Large","Clothing",322.53,264
2830,"2024-12-14",1,232,"Timothy Campbell","Timothy@default.com",123456789,"16751 Aaron Road Apt. 553, New Anthony, SD 88847","1991-11-18",233,"Wife","Books",206.76,503
2831,"2024-11-05",3,308,"David Guerrero","David@default.com",123456789,"31116 Peterson Underpass Suite 890, New Brent, CT 38903","1960-06-01",92,"Quality","Beauty",432.71,902
2832,"2025-05-27",10,701,"Stephen Ramirez","Stephen@default.com",123456789,"3049 Fitzgerald Burgs, Patelstad, UT 89335","1998-02-02",199,"Benefit","Clothing",128.35,129
2833,"2024-01-30",2,848,"Adam Martin","Adam@default.com",123456789,"669 Perez Mills, Lake Markhaven, IN 17294","1970-08-23",192,"Back","Electronics",386.17,232
2834,"2024-12-06",9,869,"Robert Carlson","Robert@default.com",123456789,"894 Hodges Union, Smithtown, NJ 94368","1987-01-05",70,"Suggest","Clothing",450,988
2835,"2023-09-28",2,83,"Becky Morales","Becky@default.com",123456789,"PSC 3746, Box 9055, APO AP 93907","2006-05-08",235,"Capital","Clothing",210.81,590
2836,"2023-11-26",4,670,"Andre Morrison","Andre@default.com",123456789,"2771 Richard Bypass Apt. 091, New Joshuaville, MN 18657","2006-02-12",100,"Defense","Clothing",409.21,388
2837,"2024-02-22",4,879,"Mark Williams","Mark@default.com",123456789,"846 Martin Land, Rayside, ND 34928","2001-12-01",184,"Remember","Home",316.73,778
2838,"2024-05-12",2,666,"Joseph Lang","Joseph@default.com",123456789,"Unit 2643 Box 7930, DPO AA 52598","1961-04-21",139,"Management","Electronics",333.8,17
2839,"2024-11-14",8,778,"Sean Braun","Sean@default.com",123456789,"52939 Jason Locks, Port Jamie, FL 87399","1999-11-08",104,"These","Books",117.66,871
2840,"2024-03-07",1,33,"Heather Blackburn","Heather@default.com",123456789,"402 Larry Rapid Suite 701, Smithburgh, KY 32802","2004-04-04",172,"This","Clothing",170.92,973
2841,"2024-05-03",9,96,"Jonathan Hardin","Jonathan@default.com",123456789,"Unit 3509 Box 0763, DPO AE 08877","1970-07-17",66,"Democrat","Books",293.34,445
2842,"2024-10-04",8,416,"Jade Thompson","Jade@default.com",123456789,"06552 Oliver Manor Apt. 240, Toniton, MN 40012","1967-03-07",17,"Less","Beauty",499.23,981
2843,"2025-01-22",7,389,"Stephanie Miller","Stephanie@default.com",123456789,"28371 Chelsea Dale, Johnsonton, CA 96085","1975-08-06",292,"With","Electronics",80.43,608
2844,"2025-01-07",1,387,"Kristina Barr","Kristina@default.com",123456789,"101 Teresa Greens, East Ashleyport, KS 94120","1981-08-10",31,"Cell","Books",328.72,791
2845,"2024-02-02",2,566,"Karen Mccoy","Karen@default.com",123456789,"888 Pierce Manors Suite 357, Port Richardtown, TX 03912","1988-05-23",144,"Task","Electronics",153.66,708
2846,"2025-05-07",5,488,"Tara Harvey","Tara@default.com",123456789,"2097 Beard Hill, Lindaland, ND 21971","1993-03-21",70,"Suggest","Clothing",450,988
2847,"2024-07-03",7,58,"William Alvarez","William@default.com",537425637,"467 Morgan Stravenue, Susanshire, NY 03921","2000-06-16",57,"Remain","Electronics",371.91,443
2848,"2025-03-29",8,653,"Katrina Hale","Katrina@default.com",123456789,"26846 Tiffany Loop, Wileychester, VA 34968","1996-09-06",239,"Who","Home",294.12,155
2849,"2024-09-09",3,10,"Marvin Hinton","Marvin@default.com",658397614,"386 Norris Row, East Madison, RI 37105","1966-11-11",235,"Capital","Clothing",210.81,590
2850,"2023-09-25",4,720,"Robert Johnson","Robert@default.com",123456789,"854 Houston River Suite 043, Deniseside, AL 96081","1966-08-10",215,"Drop","Beauty",239.96,12
2851,"2024-07-01",9,176,"Allison Carter","Allison@default.com",123456789,"259 Dustin Drives, Rodneytown, KY 73188","1973-04-15",88,"Money","Home",369.6,850
2852,"2025-07-01",5,85,"Madeline Ramos","Madeline@default.com",123456789,"04071 Mcbride Corner Suite 153, Acostaland, VT 63166","1985-10-22",176,"Body","Books",116.2,196
2853,"2023-10-01",10,512,"Danielle Williams","Danielle@default.com",123456789,"23413 Hill Rapids, North Gwendolyn, OH 39208","1957-01-27",113,"Keep","Home",490.67,286
2854,"2025-02-10",8,866,"Maria George","Maria@default.com",123456789,"6593 Estrada Place Apt. 827, North Nicole, UT 67689","1989-02-08",152,"Television","Beauty",340.27,543
2855,"2025-01-02",10,445,"Phillip Maxwell","Phillip@default.com",123456789,"PSC 9705, Box 4144, APO AE 46357","1995-03-04",81,"Seat","Beauty",81.5,845
2856,"2024-09-11",2,661,"Ryan Caldwell","Ryan@default.com",123456789,"79861 Michael Lodge Apt. 427, Jonesfurt, MO 88251","1958-04-02",88,"Money","Home",369.6,850
2857,"2024-05-09",7,804,"Darlene Simpson","Darlene@default.com",123456789,"15425 Sawyer Alley, Bryanshire, ND 07407","1963-11-05",296,"Third","Home",112.89,237
2858,"2023-08-02",3,340,"Jeffrey Sanchez","Jeffrey@default.com",123456789,"578 Michael Course Suite 007, South Sandra, MI 80106","1973-08-16",284,"Same","Home",178.23,177
2859,"2025-01-19",1,580,"Christopher Hill","Christopher@default.com",123456789,"547 Pena Ville, North Joyce, IN 53458","2001-01-28",118,"Wind","Clothing",93.39,282
2860,"2023-09-16",3,879,"Mark Williams","Mark@default.com",123456789,"846 Martin Land, Rayside, ND 34928","2001-12-01",45,"Property","Home",318.95,677
2861,"2023-08-09",3,998,"April Cruz","April@default.com",123456789,"95892 Roberts Causeway, New Bradychester, IN 50041","2007-07-11",211,"Far","Home",416.13,770
2862,"2024-01-13",4,98,"Jesse Mitchell","Jesse@default.com",123456789,"USNV Skinner, FPO AE 50424","1995-01-10",268,"Name","Books",323.16,635
2863,"2024-11-24",3,917,"Joseph Mills","Joseph@default.com",123456789,"PSC 9942, Box 9486, APO AE 28297","1978-06-29",251,"Tonight","Beauty",275.34,620
2864,"2024-09-07",9,541,"Brenda Turner","Brenda@default.com",123456789,"2077 Matthew Springs Apt. 473, West Brandi, RI 68808","1980-03-13",111,"Large","Clothing",322.53,264
2865,"2023-09-08",9,942,"Bryan Boyd","Bryan@default.com",123456789,"410 Yoder Springs, New Jeffrey, NH 24744","1965-04-04",243,"Fill","Books",193.29,971
2866,"2024-09-27",4,44,"Karen Kelly","Karen@default.com",123456789,"PSC 0941, Box 6859, APO AP 63535","1961-11-02",237,"Customer","Clothing",212.97,702
2867,"2024-06-15",8,236,"Shirley Scott","Shirley@default.com",123456789,"6783 Forbes Path Suite 938, South Michael, WA 33061","1962-05-10",143,"Animal","Beauty",361.28,414
2868,"2025-06-01",8,217,"Billy Johnson","Billy@default.com",123456789,"80783 Campbell Groves Apt. 633, Victoriabury, CO 93382","1978-08-04",8,"Heart","Beauty",359.51,318
2869,"2024-09-26",5,923,"Brian Martin","Brian@default.com",123456789,"822 Sanders Landing, Barbaraland, FL 82009","1957-09-19",220,"Public","Home",263.04,451
2870,"2025-05-19",5,889,"Christopher Townsend","Christopher@default.com",123456789,"28598 Stacy Route Suite 678, Laurenfort, TX 31929","2003-10-14",127,"Card","Books",195.67,416
2871,"2023-09-05",2,709,"Shannon Phillips","Shannon@default.com",123456789,"2901 Roman Prairie, Fryeport, ID 88481","2001-07-27",127,"Card","Books",195.67,416
2872,"2025-01-28",10,909,"Robert Robbins","Robert@default.com",123456789,"109 Scott Street, Port Caroline, MO 39095","1958-09-30",168,"Training","Home",89,323
