"order_id","quantity","order_date","flag_quantity","year_of_order","month_of_order","customer_id","name","email","gender","birthdate","type_customer","product_id","product_name","category","price","cost","new column","profit_margin","cost_ratio","price_range","payment_method","payment_status","payment_date","payment_group","pay_year","shipping_id","shipping_method","shipping_status","shipping_date","shipping_type_group"
"ORD11748",1,"2024-03-31","Valid",2024,3,"CUST1349","Theodore Jones Jr.","vaughangary@hotmail.com","Other","1981-06-18","Regular","PROD1028","Late","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-03-31","Digital",2024,"SHP10748","Express","Delivered","2024-04-02","Fast"
"ORD11749",4,"2024-04-07","Valid",2024,4,"CUST1458","Aaron Miller","jenniferacosta@gmail.com","Female","1991-07-12","VIP","PROD1002","Feel","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-04-07","Bank",2024,"SHP10749","Express","Delivered","2024-04-13","Fast"
"ORD11750",1,"2023-05-12","Valid",2023,5,"CUST1262","Timothy Romero","lori82@gmail.com","Other","1973-03-05","Regular","PROD1018","Better","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Pending","2023-05-16","Bank",2023,"SHP10750","Standard","Delivered","2023-05-13","Normal"
"ORD11751",5,"2023-05-01","Valid",2023,5,"CUST1350","Ana Hill","clarkcrystal@hancock.com","Other","2004-07-27","VIP","PROD1002","Feel","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-05-04","Bank",2023,"SHP10751","Express","Failed","2023-05-05","Fast"
"ORD11752",5,"2023-07-16","Valid",2023,7,"CUST1107","Sierra Johnson","irhodes@reyes-singh.com","Other","1968-10-06","Loyal","PROD1013","So","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-07-16","Bank",2023,"SHP10752","Standard","Delivered","2023-07-19","Normal"
"ORD11753",1,"2025-03-16","Valid",2025,3,"CUST1073","Lauren Daniels","johnsondonna@miranda.com","Female","2006-12-02","VIP","PROD1039","Girl","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2025-03-17","Digital",2025,"SHP10753","Express","Delivered","2025-03-21","Fast"
"ORD11754",4,"2024-04-26","Valid",2024,4,"CUST1038","Elizabeth Fowler","thorntonapril@hotmail.com","Male","1963-09-21","Regular","PROD1003","Popular","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Failed","2024-04-29","Card",2024,"SHP10754","Express","Delivered","2024-04-29","Fast"
"ORD11755",1,"2024-09-25","Valid",2024,9,"CUST1396","Jennifer Collins","jacob09@hotmail.com","Female","1968-04-14","Regular","PROD1010","Or","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-09-27","Card",2024,"SHP10755","Same Day","Delivered","2024-09-29","Fast"
"ORD11756",2,"2025-03-04","Valid",2025,3,"CUST1158","Melissa Gates","rsellers@martinez.com","Male","1961-04-27","VIP","PROD1030","Oil","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2025-03-06","Card",2025,"SHP10756","Same Day","Delivered","2025-03-09","Fast"
"ORD11757",5,"2025-06-15","Valid",2025,6,"CUST1070","Jordan Henderson","david86@anderson.com","Other","1994-12-15","New","PROD1042","Network","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-06-18","Digital",2025,"SHP10757","Standard","Delivered","2025-06-19","Normal"
"ORD11758",2,"2025-02-10","Valid",2025,2,"CUST1446","Brenda Wright","alisonjackson@alvarado.info","Female","1966-11-03","Regular","PROD1031","Attention","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-02-14","Bank",2025,"SHP10758","Express","Delivered","2025-02-15","Fast"
"ORD11759",5,"2023-02-08","Valid",2023,2,"CUST1311","Victor Taylor","timothyfreeman@alexander-brown.com","Other","2006-02-09","New","PROD1026","Author","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-02-08","Digital",2023,"SHP10759","Express","Delivered","2023-02-10","Fast"
"ORD11760",5,"2024-07-19","Valid",2024,7,"CUST1240","Andrew Avila","kenneth10@yahoo.com","Male","1992-12-24","VIP","PROD1029","Threat","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-07-19","Digital",2024,"SHP10760","Express","Delivered","2024-07-25","Fast"
"ORD11761",3,"2024-05-26","Valid",2024,5,"CUST1425","Gregory Ponce","xdalton@gmail.com","Other","1957-07-13","Regular","PROD1042","Network","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-05-29","Digital",2024,"SHP10761","Same Day","In Transit","2024-05-31","Fast"
"ORD11762",2,"2024-04-18","Valid",2024,4,"CUST1444","Mrs. Diane Reyes","christopherhuynh@yahoo.com","Female","1974-03-12","VIP","PROD1001","Remember","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-04-19","Digital",2024,"SHP10762","Standard","Delivered","2024-04-22","Normal"
"ORD11763",2,"2023-06-10","Valid",2023,6,"CUST1297","William Barrett","stanleydesiree@williams.biz","Female","1963-11-25","New","PROD1048","Boy","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-06-14","Card",2023,"SHP10763","Standard","Delivered","2023-06-11","Normal"
"ORD11764",3,"2023-10-16","Valid",2023,10,"CUST1439","Jason Rhodes","esweeney@gmail.com","Other","1975-07-04","Regular","PROD1008","Page","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-10-17","Digital",2023,"SHP10764","Standard","Delivered","2023-10-22","Normal"
"ORD11765",4,"2023-07-19","Valid",2023,7,"CUST1035","Jeffrey Chavez","tammy99@gmail.com","Female","2002-01-12","VIP","PROD1027","Son","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-07-22","Digital",2023,"SHP10765","Express","Delivered","2023-07-21","Fast"
"ORD11766",2,"2025-02-26","Valid",2025,2,"CUST1083","Paul Jones","james17@davis-hardy.com","Male","1970-06-07","VIP","PROD1030","Oil","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-03-01","Digital",2025,"SHP10766","Standard","Delivered","2025-03-01","Normal"
"ORD11767",1,"2024-06-11","Valid",2024,6,"CUST1451","Courtney Hayes","mauriceharrison@watts.info","Male","1996-11-27","Regular","PROD1033","Market","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-06-12","Digital",2024,"SHP10767","Same Day","Delivered","2024-06-13","Fast"
"ORD11768",3,"2024-11-15","Valid",2024,11,"CUST1373","Sergio Knight","stevendixon@yahoo.com","Female","1964-03-22","VIP","PROD1014","Particular","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-11-17","Digital",2024,"SHP10768","Same Day","In Transit","2024-11-17","Fast"
"ORD11769",2,"2024-05-17","Valid",2024,5,"CUST1262","Timothy Romero","lori82@gmail.com","Other","1973-03-05","Regular","PROD1047","Article","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-05-20","Card",2024,"SHP10769","Standard","Delivered","2024-05-20","Normal"
"ORD11770",4,"2023-09-05","Valid",2023,9,"CUST1309","Dawn Summers","danielhorton@gmail.com","Male","2000-03-24","New","PROD1024","Hundred","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-09-09","Digital",2023,"SHP10770","Express","Delivered","2023-09-10","Fast"
"ORD11771",2,"2024-01-18","Valid",2024,1,"CUST1384","Aimee Turner","robertrivera@olson.info","Other","2001-11-30","VIP","PROD1035","Campaign","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-01-19","Bank",2024,"SHP10771","Same Day","Delivered","2024-01-20","Fast"
"ORD11772",5,"2023-08-06","Valid",2023,8,"CUST1171","Darlene Miller","michael42@ayala-mullins.com","Female","1957-04-01","Regular","PROD1007","Physical","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-08-08","Bank",2023,"SHP10772","Same Day","Delivered","2023-08-12","Fast"
"ORD11773",1,"2023-03-28","Valid",2023,3,"CUST1375","Paul Lewis","seanwhite@hopkins.info","Female","1998-07-05","Loyal","PROD1008","Page","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-03-29","Digital",2023,"SHP10773","Express","Delivered","2023-03-30","Fast"
"ORD11774",3,"2023-03-23","Valid",2023,3,"CUST1172","Joshua Cooke","morenoalan@martin.com","Other","1971-05-18","Loyal","PROD1036","Run","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-03-25","Card",2023,"SHP10774","Express","Delivered","2023-03-24","Fast"
"ORD11775",5,"2023-03-03","Valid",2023,3,"CUST1361","Laurie Hoffman","gwhitehead@martin.org","Other","1981-08-18","Loyal","PROD1047","Article","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-03-05","Bank",2023,"SHP10775","Standard","Failed","2023-03-09","Normal"
"ORD11776",4,"2025-03-09","Valid",2025,3,"CUST1046","John Pierce","danielyang@gmail.com","Female","1967-11-21","VIP","PROD1044","Safe","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Pending","2025-03-13","Bank",2025,"SHP10776","Same Day","Delivered","2025-03-10","Fast"
"ORD11777",5,"2024-05-14","Valid",2024,5,"CUST1378","Anthony Moore","chardin@gmail.com","Male","2003-09-20","VIP","PROD1038","Face","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-05-17","Digital",2024,"SHP10777","Same Day","In Transit","2024-05-20","Fast"
"ORD11778",5,"2023-02-11","Valid",2023,2,"CUST1140","Cheyenne Horton","tprice@gmail.com","Other","1999-02-06","VIP","PROD1031","Attention","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-02-13","Digital",2023,"SHP10778","Standard","Delivered","2023-02-15","Normal"
"ORD11779",4,"2023-01-12","Valid",2023,1,"CUST1374","Charles Schultz","batesmelanie@hotmail.com","Female","1986-02-02","Loyal","PROD1016","Word","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-01-15","Digital",2023,"SHP10779","Standard","Delivered","2023-01-15","Normal"
"ORD11780",5,"2025-04-12","Valid",2025,4,"CUST1405","Madison Weber","ramseysarah@mendez-meyer.org","Other","2003-06-06","New","PROD1034","Center","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-04-16","Digital",2025,"SHP10780","Same Day","Delivered","2025-04-18","Fast"
"ORD11781",3,"2025-01-15","Valid",2025,1,"CUST1117","Ashley Waller","ashleyjackson@jackson-adams.com","Other","1987-05-31","New","PROD1036","Run","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-01-18","Digital",2025,"SHP10781","Same Day","Delivered","2025-01-21","Fast"
"ORD11782",2,"2025-04-20","Valid",2025,4,"CUST1276","Wayne Morgan","racheltrujillo@powell.com","Other","1970-04-04","Regular","PROD1018","Better","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-04-20","Digital",2025,"SHP10782","Express","Delivered","2025-04-25","Fast"
"ORD11783",5,"2024-10-04","Valid",2024,10,"CUST1213","Katherine Salas","zunderwood@johnson-vega.com","Male","1970-11-25","Regular","PROD1043","Determine","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-10-06","Digital",2024,"SHP10783","Express","Delivered","2024-10-09","Fast"
"ORD11784",3,"2023-04-25","Valid",2023,4,"CUST1219","Bailey Duran Dds","huangkimberly@stokes.net","Male","1976-12-13","Loyal","PROD1028","Late","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-04-29","Card",2023,"SHP10784","Same Day","Delivered","2023-04-29","Fast"
"ORD11785",2,"2023-08-06","Valid",2023,8,"CUST1392","Brian Smith","mhopkins@carey.biz","Male","1966-09-19","Loyal","PROD1006","Scene","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-08-07","Bank",2023,"SHP10785","Same Day","Delivered","2023-08-11","Fast"
"ORD11786",2,"2024-10-10","Valid",2024,10,"CUST1025","Judy Baker","pharper@hotmail.com","Male","2005-04-05","New","PROD1027","Son","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-10-14","Digital",2024,"SHP10786","Express","Delivered","2024-10-15","Fast"
"ORD11787",5,"2023-04-16","Valid",2023,4,"CUST1008","Gabrielle Davis","parkeryvonne@mendoza.org","Other","1981-04-12","VIP","PROD1008","Page","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-04-18","Card",2023,"SHP10787","Standard","Delivered","2023-04-17","Normal"
"ORD11788",3,"2024-11-21","Valid",2024,11,"CUST1270","Jasmin Alvarado","denise80@smith.org","Male","1996-03-09","Loyal","PROD1027","Son","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Failed","2024-11-25","Digital",2024,"SHP10788","Standard","Delivered","2024-11-26","Normal"
"ORD11789",5,"2024-06-11","Valid",2024,6,"CUST1009","Ryan Munoz","teresaday@owens-holmes.com","Other","1984-11-12","New","PROD1005","Role","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-06-12","Digital",2024,"SHP10789","Same Day","Delivered","2024-06-16","Fast"
"ORD11790",4,"2024-04-16","Valid",2024,4,"CUST1471","Richard Cooper","kellyeric@moody.net","Female","1995-06-16","Regular","PROD1028","Late","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-04-16","Digital",2024,"SHP10790","Same Day","Failed","2024-04-20","Fast"
"ORD11791",2,"2025-01-23","Valid",2025,1,"CUST1377","Paula Bradley","jim38@yahoo.com","Male","1960-09-11","VIP","PROD1016","Word","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2025-01-25","Card",2025,"SHP10791","Express","Delivered","2025-01-27","Fast"
"ORD11792",5,"2025-04-25","Valid",2025,4,"CUST1120","Larry Dixon","mwheeler@rodriguez-torres.biz","Male","1964-02-29","Regular","PROD1015","Here","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-04-27","Digital",2025,"SHP10792","Same Day","Delivered","2025-04-27","Fast"
"ORD11793",2,"2025-06-11","Valid",2025,6,"CUST1124","Helen Jones","yfaulkner@gmail.com","Other","1955-10-18","New","PROD1022","Home","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-06-15","Digital",2025,"SHP10793","Standard","Delivered","2025-06-16","Normal"
"ORD11794",3,"2024-01-22","Valid",2024,1,"CUST1169","Daniel Murphy","thomasanderson@stone.com","Female","2003-01-10","VIP","PROD1030","Oil","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-01-25","Digital",2024,"SHP10794","Express","Delivered","2024-01-27","Fast"
"ORD11795",1,"2023-08-14","Valid",2023,8,"CUST1071","Whitney Peters","inunez@yahoo.com","Female","1999-02-22","New","PROD1002","Feel","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-08-17","Digital",2023,"SHP10795","Express","Delivered","2023-08-20","Fast"
"ORD11796",5,"2024-04-25","Valid",2024,4,"CUST1151","Pamela Boyd","antonio38@jackson-ellis.info","Male","1974-06-13","Regular","PROD1020","Firm","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Pending","2024-04-26","Card",2024,"SHP10796","Standard","Delivered","2024-04-30","Normal"
"ORD11797",5,"2025-01-23","Valid",2025,1,"CUST1207","Cathy Robinson","lewismelissa@gmail.com","Other","2000-09-05","Regular","PROD1025","Ten","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-01-23","Digital",2025,"SHP10797","Standard","Delivered","2025-01-24","Normal"
"ORD11798",2,"2024-02-12","Valid",2024,2,"CUST1048","Joshua Blair","adampierce@russell.info","Female","1996-06-17","Loyal","PROD1035","Campaign","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-02-12","Bank",2024,"SHP10798","Express","In Transit","2024-02-18","Fast"
"ORD11799",3,"2024-04-01","Valid",2024,4,"CUST1153","Devon Flores","pgarcia@evans.info","Other","1980-11-05","Regular","PROD1041","Job","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-04-05","Bank",2024,"SHP10799","Same Day","Delivered","2024-04-06","Fast"
"ORD11800",4,"2024-10-14","Valid",2024,10,"CUST1346","Sharon Boyd","caldwellsean@austin.com","Male","1971-04-07","VIP","PROD1036","Run","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Pending","2024-10-18","Digital",2024,"SHP10800","Standard","Delivered","2024-10-15","Normal"
"ORD11801",3,"2025-06-16","Valid",2025,6,"CUST1292","Jeremy Reed","cameronwilliams@yahoo.com","Other","1979-12-28","New","PROD1021","Future","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-06-19","Digital",2025,"SHP10801","Express","Delivered","2025-06-18","Fast"
"ORD11802",5,"2024-12-11","Valid",2024,12,"CUST1067","Carol Tucker","mitchellhector@gmail.com","Female","1967-07-04","VIP","PROD1041","Job","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-12-11","Bank",2024,"SHP10802","Same Day","Delivered","2024-12-17","Fast"
"ORD11803",4,"2024-09-15","Valid",2024,9,"CUST1049","Eric Carney","manuel01@andrews.com","Female","2004-08-09","Regular","PROD1011","Cost","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Failed","2024-09-15","Bank",2024,"SHP10803","Same Day","Delivered","2024-09-18","Fast"
"ORD11804",3,"2024-09-30","Valid",2024,9,"CUST1151","Pamela Boyd","antonio38@jackson-ellis.info","Male","1974-06-13","Regular","PROD1041","Job","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-09-30","Bank",2024,"SHP10804","Express","Delivered","2024-10-05","Fast"
"ORD11805",1,"2023-01-21","Valid",2023,1,"CUST1018","Lisa Jackson","vmarshall@hotmail.com","Female","1981-05-17","New","PROD1012","Lose","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-01-22","Card",2023,"SHP10805","Standard","In Transit","2023-01-27","Normal"
"ORD11806",2,"2024-10-20","Valid",2024,10,"CUST1099","Stephen Mckee","hullalice@lee.com","Male","1977-11-26","VIP","PROD1010","Or","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-10-21","Digital",2024,"SHP10806","Same Day","Delivered","2024-10-24","Fast"
"ORD11807",3,"2024-08-23","Valid",2024,8,"CUST1059","John Daniel","susanmendoza@adkins-obrien.biz","Other","1993-09-28","Loyal","PROD1015","Here","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Failed","2024-08-27","Card",2024,"SHP10807","Standard","In Transit","2024-08-29","Normal"
"ORD11808",3,"2025-03-25","Valid",2025,3,"CUST1166","Alyssa Long","bsmith@gmail.com","Female","1988-08-11","Loyal","PROD1007","Physical","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2025-03-28","Card",2025,"SHP10808","Express","Failed","2025-03-29","Fast"
"ORD11809",1,"2023-07-22","Valid",2023,7,"CUST1201","Ricky Davis Ii","stephen19@gmail.com","Female","1999-04-01","Regular","PROD1039","Girl","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-07-24","Bank",2023,"SHP10809","Standard","Failed","2023-07-27","Normal"
"ORD11810",5,"2024-02-21","Valid",2024,2,"CUST1344","Kayla Rodriguez","zdaniels@bailey.com","Male","1985-08-20","Loyal","PROD1039","Girl","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-02-24","Bank",2024,"SHP10810","Same Day","Delivered","2024-02-22","Fast"
"ORD11811",2,"2024-02-20","Valid",2024,2,"CUST1145","Joyce Solis","lawrenceallen@white.com","Other","1973-01-02","VIP","PROD1044","Safe","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-02-21","Digital",2024,"SHP10811","Express","Delivered","2024-02-24","Fast"
"ORD11812",3,"2024-03-23","Valid",2024,3,"CUST1402","Mary Thompson","seanlyons@garcia.biz","Other","1998-09-05","Regular","PROD1001","Remember","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Cash","Failed","2024-03-24","Digital",2024,"SHP10812","Same Day","Delivered","2024-03-29","Fast"
"ORD11813",4,"2024-05-26","Valid",2024,5,"CUST1163","Jeffrey Johnson","troymorris@yahoo.com","Female","1960-07-13","New","PROD1029","Threat","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-05-30","Digital",2024,"SHP10813","Same Day","Delivered","2024-06-01","Fast"
"ORD11814",3,"2023-03-26","Valid",2023,3,"CUST1457","Brenda Thornton","andrew08@lopez.com","Female","1988-06-22","New","PROD1029","Threat","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-03-28","Bank",2023,"SHP10814","Express","Failed","2023-03-30","Fast"
"ORD11815",2,"2023-06-16","Valid",2023,6,"CUST1480","Dawn Mullins","morganharris@lee-johnson.biz","Male","1968-09-02","New","PROD1011","Cost","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Pending","2023-06-16","Bank",2023,"SHP10815","Express","Delivered","2023-06-18","Fast"
"ORD11816",3,"2024-01-19","Valid",2024,1,"CUST1438","Rhonda Martin","daustin@frye.com","Other","1983-02-04","Regular","PROD1009","Store","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-01-21","Digital",2024,"SHP10816","Standard","Delivered","2024-01-21","Normal"
"ORD11817",1,"2024-04-12","Valid",2024,4,"CUST1241","Matthew Moon","briansmith@gmail.com","Male","1965-04-19","Loyal","PROD1043","Determine","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-04-14","Digital",2024,"SHP10817","Express","Delivered","2024-04-14","Fast"
"ORD11818",3,"2023-03-13","Valid",2023,3,"CUST1068","James Brown","victoria67@yahoo.com","Female","1976-05-14","Regular","PROD1010","Or","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Pending","2023-03-15","Bank",2023,"SHP10818","Standard","Delivered","2023-03-17","Normal"
"ORD11819",3,"2025-03-20","Valid",2025,3,"CUST1174","Nicole Herring","lawrencepatrick@edwards-taylor.com","Other","1975-04-18","New","PROD1014","Particular","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2025-03-24","Digital",2025,"SHP10819","Express","Delivered","2025-03-24","Fast"
"ORD11820",4,"2024-06-04","Valid",2024,6,"CUST1048","Joshua Blair","adampierce@russell.info","Female","1996-06-17","Loyal","PROD1015","Here","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-06-05","Card",2024,"SHP10820","Same Day","Delivered","2024-06-10","Fast"
"ORD11821",1,"2025-03-03","Valid",2025,3,"CUST1482","Evelyn Martinez","conradjason@hebert-collier.info","Female","1967-02-14","Regular","PROD1016","Word","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-03-03","Bank",2025,"SHP10821","Standard","Delivered","2025-03-08","Normal"
"ORD11822",1,"2024-04-17","Valid",2024,4,"CUST1107","Sierra Johnson","irhodes@reyes-singh.com","Other","1968-10-06","Loyal","PROD1025","Ten","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-04-19","Card",2024,"SHP10822","Express","Delivered","2024-04-22","Fast"
"ORD11823",3,"2023-09-15","Valid",2023,9,"CUST1225","Benjamin Smith","samantharichard@yahoo.com","Female","1963-12-22","VIP","PROD1001","Remember","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Pending","2023-09-15","Bank",2023,"SHP10823","Standard","Delivered","2023-09-16","Normal"
"ORD11824",4,"2023-10-02","Valid",2023,10,"CUST1160","Paul Castaneda","heather57@yahoo.com","Other","1987-07-11","Regular","PROD1049","Owner","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-10-04","Card",2023,"SHP10824","Standard","Delivered","2023-10-06","Normal"
"ORD11825",3,"2025-01-19","Valid",2025,1,"CUST1118","Victor Baker","bryanhamilton@yahoo.com","Other","1996-12-09","VIP","PROD1011","Cost","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-01-20","Bank",2025,"SHP10825","Standard","Delivered","2025-01-24","Normal"
"ORD11826",3,"2023-01-20","Valid",2023,1,"CUST1148","Kathy Rivas","tracytaylor@wilkinson-harvey.com","Male","1979-01-21","VIP","PROD1025","Ten","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-01-20","Digital",2023,"SHP10826","Same Day","Delivered","2023-01-25","Fast"
"ORD11827",2,"2024-05-04","Valid",2024,5,"CUST1464","Jose Allen","boydtina@yahoo.com","Other","1994-08-13","VIP","PROD1022","Home","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-05-07","Digital",2024,"SHP10827","Express","Delivered","2024-05-06","Fast"
"ORD11828",2,"2025-01-14","Valid",2025,1,"CUST1149","Stephanie Manning","ytaylor@wagner.biz","Male","1961-11-19","Loyal","PROD1017","Also","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2025-01-15","Digital",2025,"SHP10828","Express","In Transit","2025-01-16","Fast"
