"order_id","customer_id","product_id","order_date","quantity","amount_cleaned","name","email","gender","birthdate","payment_id","payment_method","payment_status","payment_date","product_name","category","price_formatted","shipping_id","shipping_method","shipping_date","shipping_status","status"
"ORD10228","CUST1172","PROD1005","2025-03-29",3,"$224.34","Joshua Cooke","pharper@hotmail.com","Male","1978-03-16","N/A","N/A","N/A","N/A","Kind","Beauty","$147.16","SHP10008","Pickup","2025-07-16","Pending","Waiting"
"ORD10229","CUST1124","PROD1038","2025-01-21",4,"$210.02 ","Helen Jones","lisawilkerson@perry.net","Female","1982-10-23","N/A","N/A","N/A","N/A","Figure","Electronics","$271.71","SHP10232","Standard","2025-07-16","Pending","Waiting"
"ORD10230","CUST1193","PROD1032","2024-07-22",1,"$175.86","Angelica Keith","danielyang@gmail.com","Female","1971-05-20","N/A","N/A","N/A","N/A","Somebody","Groceries","$37.05","SHP10262","Express","2025-07-16","Pending","Waiting"
"ORD10231","CUST1072","PROD1043","2024-07-18",5,"$245.88","Brittney Phillips","fjones@yahoo.com","Male","1987-01-30","N/A","N/A","N/A","N/A","Parent","Books","$237.69","N/A","N/A",,"N/A","N/A"
"ORD10232","CUST1011","PROD1014","2025-02-07",4,"$492.3","Jamie Arnold","tkerr@hotmail.com","N/A","1977-06-24","PAY10304","Cash","Completed","2025-01-24","Audience","Groceries","$197.39","N/A","N/A",,"N/A","N/A"
"ORD10233","CUST1001","PROD1013","2025-02-15",3,"$472.94 ","Noah Rhodes","kevinperkins@yahoo.com","Male","1977-01-16","N/A","N/A","N/A","N/A","Design","Books","$199.5","SHP10427","Pickup","2025-07-16","In Transit","Shipping"
"ORD10234","CUST1195","PROD1016","2024-12-22",3,"$167.42","Allen Rosales","adampierce@russell.info","Male","1978-02-04","N/A","N/A","N/A","N/A","Phone","Beauty","$221.18","N/A","N/A",,"N/A","N/A"
"ORD10235","CUST1127","PROD1047","2024-07-20",4,"$91.97","Jason Powell","fgilbert@gmail.com","N/A","1958-06-21","N/A","N/A","N/A","N/A","Spring","Books","$237.17","N/A","N/A",,"N/A","N/A"
"ORD10236","CUST1136","PROD1045","2024-07-22",2,"$252.63","Robert Potter","james30@mahoney-robertson.net","Female","1954-09-29","PAY10169","E-Wallet","Pending","2024-10-09","Participant","Groceries","$212.01","N/A","N/A",,"N/A","N/A"
"ORD10237","CUST1018","PROD1025","2025-02-06",1,"$220.93","Lisa Jackson","mkim@gmail.com","Male","1996-02-12","N/A","N/A","N/A","N/A","Sit","Beauty","$31.86","N/A","N/A",,"N/A","N/A"
"ORD10238","CUST1019","PROD1020","2025-04-22",5,"$217.5","Carla Gray","cassandra01@gmail.com","Male","1998-01-02","PAY10267","Cash","Completed","2025-06-26","Remember","Books","$165.52","N/A","N/A",,"N/A","N/A"
"ORD10239","CUST1181","PROD1040","2024-10-30",4,"$148.31","Tina Sanders","mark16@parker.com","Female","1954-10-11","PAY10405","Cash","Pending","2025-04-22","Team","Clothing","$10.63","N/A","N/A",,"N/A","N/A"
"ORD10240","CUST1005","PROD1020","2025-02-09",2,"$401.65","Connie Lawrence","wallkenneth@yahoo.com","Male","1998-08-28","N/A","N/A","N/A","N/A","Remember","Books","$165.52","SHP10013","Standard","2025-07-16","Delivered","Success"
"ORD10241","CUST1176","PROD1023","2024-11-04",1,"$221.17","Michael Elliott","theresalong@grant-diaz.com","N/A","1981-04-15","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10242","CUST1062","PROD1027","2024-07-22",5,"$203.22","Connor West","jeff73@garcia-jennings.net","N/A","1975-09-14","N/A","N/A","N/A","N/A","Interest","Clothing","$258.23","N/A","N/A",,"N/A","N/A"
"ORD10243","CUST1101","PROD1019","2025-01-27",3,"$114.68 ","Cameron Parker","edward17@yahoo.com","N/A","1991-10-22","N/A","N/A","N/A","N/A","Piece","Clothing","$65.56","SHP10237","Standard","2025-07-16","Delivered","Success"
"ORD10244","CUST1019","PROD1032","2025-05-27",1,"$267.65 ","Carla Gray","cassandra01@gmail.com","Male","1998-01-02","PAY10089","Bank Transfer","Completed","2024-10-30","Somebody","Groceries","$37.05","SHP10476","Standard","2025-07-16","Delivered","Success"
"ORD10245","CUST1198","PROD1022","2025-04-13",3,"$365.05 ","Adam Vaughan","nancy04@morrison.info","Female","1967-05-14","N/A","N/A","N/A","N/A","Turn","Books","$63.21","N/A","N/A",,"N/A","N/A"
"ORD10246","CUST1060","PROD1006","2025-04-03",2,"$131.7 ","Victoria Garcia","qchavez@horton.com","Female","2002-06-02","PAY10220","E-Wallet","Pending","2025-05-25","Possible","Electronics","$128.05","SHP10003","Pickup","2025-07-16","Pending","Waiting"
"ORD10247","CUST1154","PROD1009","2024-12-30",1,"$92.69","Brenda Hall","tanner82@hotmail.com","Female","2006-11-13","N/A","N/A","N/A","N/A","Use","Clothing","$112.75","N/A","N/A",,"N/A","N/A"
"ORD10248","CUST1118","PROD1048","2025-05-25",5,"$381.14","Victor Baker","xwilliams@ball.info","N/A","1989-04-09","PAY10374","Credit Card","Pending","2025-06-25","Remember","Beauty","$201.94","N/A","N/A",,"N/A","N/A"
"ORD10249","CUST1174","PROD1036","2025-07-15",5,"$164.99","Nicole Herring","kathryn50@yahoo.com","N/A","1966-09-07","N/A","N/A","N/A","N/A","Challenge","Clothing","$149.59","SHP10359","Standard","2025-07-16","Delivered","Success"
"ORD10250","CUST1038","PROD1028","2025-07-04",1,"$237.12","Elizabeth Fowler","ofinley@hotmail.com","Female","2005-10-31","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","N/A","N/A",,"N/A","N/A"
"ORD10251","CUST1070","PROD1037","2024-09-23",1,"$179.21","Jordan Henderson","xwest@wheeler.org","Male","1969-06-14","N/A","N/A","N/A","N/A","Most","Electronics","$260.75","N/A","N/A",,"N/A","N/A"
"ORD10252","CUST1079","PROD1029","2024-08-26",4,"$23.62","Lisa Barnes","caroline51@romero.com","Female","2002-04-22","PAY10373","Cash","Failed","2024-09-20","East","Electronics","$199.12","N/A","N/A",,"N/A","N/A"
"ORD10253","CUST1073","PROD1004","2025-07-07",1,"$309.43","Lauren Daniels","martinezclaudia@kelley.net","Male","1964-12-18","PAY10495","E-Wallet","Completed","2025-04-08","Recent","Electronics","$80.47","N/A","N/A",,"N/A","N/A"
"ORD10254","CUST1118","PROD1037","2024-08-22",5,"$477.34","Victor Baker","xwilliams@ball.info","N/A","1989-04-09","PAY10176","E-Wallet","Pending","2025-06-06","Most","Electronics","$260.75","SHP10144","Standard","2025-07-16","In Transit","Shipping"
"ORD10255","CUST1115","PROD1036","2025-02-04",2,"$164.16","Diana May","jeremytaylor@gmail.com","N/A","1994-03-23","PAY10266","Cash","Pending","2025-04-11","Challenge","Clothing","$149.59","N/A","N/A",,"N/A","N/A"
"ORD10256","CUST1128","PROD1009","2024-09-11",1,"$228.01","Cameron Fisher","marydunn@hotmail.com","N/A","1992-07-25","PAY10046","Bank Transfer","Completed","2024-08-17","Use","Clothing","$112.75","SHP10215","Standard","2025-07-16","In Transit","Shipping"
"ORD10257","CUST1182","PROD1005","2024-10-17",5,"$324.83","Angela Vaughn","tammy99@gmail.com","N/A","2005-12-30","N/A","N/A","N/A","N/A","Kind","Beauty","$147.16","SHP10257","Express","2025-07-16","In Transit","Shipping"
"ORD10258","CUST1063","PROD1045","2024-09-28",4,"$495.54 ","Donald Wright","sandersjames@gmail.com","Female","2001-07-07","N/A","N/A","N/A","N/A","Participant","Groceries","$212.01","N/A","N/A",,"N/A","N/A"
"ORD10259","CUST1093","PROD1023","2025-03-13",3,"$196.77","Christina Walters","umorse@patterson.com","N/A","1984-12-09","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10260","CUST1173","PROD1038","2025-02-05",1,"$395.67","Matthew Harrington","amanda16@gmail.com","N/A","1962-08-12","PAY10228","E-Wallet","Pending","2025-06-18","Figure","Electronics","$271.71","SHP10088","Standard","2025-07-16","In Transit","Shipping"
"ORD10261","CUST1016","PROD1021","2024-10-22",1,"$281.19","Holly Wood","owilson@hernandez.com","Male","1967-09-08","PAY10452","E-Wallet","Pending","2024-08-20","Score","Beauty","$50.65","SHP10296","Standard","2025-07-16","Pending","Waiting"
"ORD10262","CUST1072","PROD1016","2025-05-28",5,"$437.27","Brittney Phillips","fjones@yahoo.com","Male","1987-01-30","PAY10268","Bank Transfer","Completed","2025-07-11","Phone","Beauty","$221.18","SHP10367","Express","2025-07-16","Delivered","Success"
"ORD10263","CUST1020","PROD1037","2024-11-30",2,"$458.79","Margaret Hawkins DDS","barbara27@pearson.org","Male","1982-02-18","N/A","N/A","N/A","N/A","Most","Electronics","$260.75","N/A","N/A",,"N/A","N/A"
"ORD10264","CUST1167","PROD1044","2024-10-27",4,"$68.83","Alyssa Day","john14@wright-davis.com","Male","2000-12-31","PAY10437","Cash","Completed","2024-09-20","From","Electronics","$92.72","SHP10428","Express","2025-07-16","In Transit","Shipping"
"ORD10265","CUST1079","PROD1035","2025-05-20",4,"$323.53","Lisa Barnes","caroline51@romero.com","Female","2002-04-22","N/A","N/A","N/A","N/A","Arrive","Groceries","$127.86","N/A","N/A",,"N/A","N/A"
"ORD10266","CUST1032","PROD1042","2024-12-17",5,"$51.26","Tricia Valencia","mcantu@hotmail.com","Female","1971-06-03","N/A","N/A","N/A","N/A","Sign","Electronics","$278.69","N/A","N/A",,"N/A","N/A"
"ORD10267","CUST1130","PROD1023","2024-08-15",1,"$184.49 ","Elizabeth Kelley","robertbauer@brown-copeland.info","Female","2000-04-27","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10268","CUST1054","PROD1021","2024-12-07",4,"$100.04 ","Shannon Jones","linda71@gmail.com","Female","1986-03-18","PAY10351","E-Wallet","Failed","2025-06-02","Score","Beauty","$50.65","N/A","N/A",,"N/A","N/A"
"ORD10269","CUST1039","PROD1004","2024-12-20",3,"$422.99","Brittany Farmer","williamsonjimmy@hotmail.com","Female","1972-09-16","PAY10073","Cash","Pending","2025-07-09","Recent","Electronics","$80.47","N/A","N/A",,"N/A","N/A"
"ORD10270","CUST1129","PROD1049","2025-01-10",5,"$418.38","Megan Orr","parsonsjohn@gmail.com","N/A","1986-01-02","N/A","N/A","N/A","N/A","Tell","Clothing","$151.13","SHP10292","Pickup","2025-07-16","Delivered","Success"
"ORD10271","CUST1169","PROD1021","2025-02-20",5,"$69.87","Daniel Murphy","kathrynjimenez@hotmail.com","Female","1991-03-29","PAY10263","Bank Transfer","Pending","2024-09-21","Score","Beauty","$50.65","N/A","N/A",,"N/A","N/A"
"ORD10272","CUST1039","PROD1010","2024-10-18",2,"$416.52 ","Brittany Farmer","williamsonjimmy@hotmail.com","Female","1972-09-16","PAY10376","Credit Card","Completed","2024-09-16","Visit","Beauty","$129.22","N/A","N/A",,"N/A","N/A"
"ORD10273","CUST1184","PROD1028","2025-04-12",1,"$208.38 ","Lindsay Martinez","leescott@hernandez-vaughn.biz","N/A","1974-11-04","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","SHP10209","Standard","2025-07-16","Pending","Waiting"
"ORD10274","CUST1113","PROD1039","2024-10-11",3,"$377.43","Crystal Johnson","vschneider@gmail.com","Male","1968-07-08","N/A","N/A","N/A","N/A","East","Electronics","$57.74","N/A","N/A",,"N/A","N/A"
"ORD10275","CUST1059","PROD1034","2024-11-09",2,"$158.19","John Daniel","pwilson@hotmail.com","N/A","1988-09-26","N/A","N/A","N/A","N/A","Stand","Clothing","$78.55","N/A","N/A",,"N/A","N/A"
"ORD10276","CUST1049","PROD1023","2025-04-07",5,"$492.3","Eric Carney","swall@lawson.com","Female","2001-09-06","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10277","CUST1196","PROD1018","2025-06-02",4,"$253.94","Daniel Salinas","manuel01@andrews.com","Male","1965-02-04","PAY10460","Cash","Completed","2024-12-06","Likely","Groceries","$41.69","N/A","N/A",,"N/A","N/A"
"ORD10278","CUST1041","PROD1012","2025-06-10",5,"$73.51","Fred Smith","tjackson@williams.com","Male","1975-02-01","N/A","N/A","N/A","N/A","Effect","Clothing","$25.71","N/A","N/A",,"N/A","N/A"
"ORD10279","CUST1013","PROD1041","2024-08-16",4,"$437.69","Michele Williams","colleenbaker@moore.net","Male","1993-03-06","N/A","N/A","N/A","N/A","Whom","Electronics","$123.22","N/A","N/A",,"N/A","N/A"
"ORD10280","CUST1182","PROD1033","2025-03-26",1,"$146.11 ","Angela Vaughn","tammy99@gmail.com","N/A","2005-12-30","N/A","N/A","N/A","N/A","Treat","Groceries","$228.53","SHP10145","Pickup","2025-07-16","In Transit","Shipping"
"ORD10281","CUST1069","PROD1028","2025-06-14",5,"$77.94","William Baker","martinezrobert@gmail.com","N/A","1969-07-27","PAY10064","Credit Card","Completed","2025-06-03","Leg","Clothing","$38.39","N/A","N/A",,"N/A","N/A"
"ORD10282","CUST1023","PROD1014","2025-03-25",4,"$442.89","Tommy Walter","zroberts@hotmail.com","Male","1976-11-08","PAY10250","Bank Transfer","Completed","2024-08-24","Audience","Groceries","$197.39","N/A","N/A",,"N/A","N/A"
"ORD10283","CUST1106","PROD1003","2025-05-06",4,"$253.49 ","Sharon Cherry","kstout@lopez.com","Male","1964-09-26","N/A","N/A","N/A","N/A","Table","Electronics","$177.1","N/A","N/A",,"N/A","N/A"
"ORD10284","CUST1098","PROD1005","2024-07-28",3,"$116.15","Jessica Smith","joelthomas@gmail.com","Female","1992-12-06","N/A","N/A","N/A","N/A","Kind","Beauty","$147.16","SHP10005","Express","2025-07-16","Pending","Waiting"
"ORD10285","CUST1025","PROD1045","2024-08-21",3,"$396.73 ","Judy Baker","mgutierrez@cox.com","Male","1981-10-25","N/A","N/A","N/A","N/A","Participant","Groceries","$212.01","SHP10290","Pickup","2025-07-16","In Transit","Shipping"
"ORD10286","CUST1009","PROD1018","2024-12-20",4,"$349.56 ","Ryan Munoz","rayglenda@gmail.com","Male","1955-07-02","PAY10279","E-Wallet","Failed","2025-04-27","Likely","Groceries","$41.69","N/A","N/A",,"N/A","N/A"
"ORD10287","CUST1194","PROD1045","2024-12-10",4,"$227.06","John Bishop","santiagoamanda@hall.info","Female","1985-11-19","N/A","N/A","N/A","N/A","Participant","Groceries","$212.01","N/A","N/A",,"N/A","N/A"
"ORD10288","CUST1020","PROD1001","2024-12-09",3,"$111.75 ","Margaret Hawkins DDS","barbara27@pearson.org","Male","1982-02-18","N/A","N/A","N/A","N/A","Budget","Clothing","$219.77","SHP10461","Standard","2025-07-16","Pending","Waiting"
"ORD10289","CUST1140","PROD1046","2025-02-15",5,"$266.25","Cheyenne Horton","acostachristian@hotmail.com","Female","1959-07-06","PAY10104","E-Wallet","Completed","2025-02-14","Piece","Clothing","$221.85","SHP10370","Pickup","2025-07-16","Pending","Waiting"
"ORD10290","CUST1198","PROD1018","2025-01-16",2,"$154.07","Adam Vaughan","nancy04@morrison.info","Female","1967-05-14","PAY10455","E-Wallet","Completed","2024-12-13","Likely","Groceries","$41.69","N/A","N/A",,"N/A","N/A"
"ORD10291","CUST1061","PROD1026","2024-08-06",5,"$231.27","Gerald Hensley","basschristina@yahoo.com","N/A","2006-12-05","PAY10236","Cash","Failed","2024-09-09","Another","Electronics","$244.33","N/A","N/A",,"N/A","N/A"
"ORD10292","CUST1127","PROD1038","2025-03-20",5,"$13.14 ","Jason Powell","fgilbert@gmail.com","N/A","1958-06-21","N/A","N/A","N/A","N/A","Figure","Electronics","$271.71","SHP10197","Pickup","2025-07-16","Pending","Waiting"
"ORD10293","CUST1183","PROD1009","2024-07-19",3,"$217.47","Ashley Barton","ojackson@harvey.com","N/A","1956-02-02","N/A","N/A","N/A","N/A","Use","Clothing","$112.75","SHP10213","Pickup","2025-07-16","In Transit","Shipping"
"ORD10294","CUST1061","PROD1036","2025-04-14",4,"$97.72","Gerald Hensley","basschristina@yahoo.com","N/A","2006-12-05","PAY10419","Bank Transfer","Completed","2025-06-07","Challenge","Clothing","$149.59","SHP10243","Standard","2025-07-16","Pending","Waiting"
"ORD10295","CUST1134","PROD1023","2024-09-20",1,"$476.93","Rebecca Jackson","john19@sherman.com","N/A","1981-06-26","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10296","CUST1099","PROD1030","2024-08-17",1,"$319.66","Stephen Mckee","kathleenrios@bean.info","Female","1962-03-05","PAY10338","E-Wallet","Pending","2025-01-02","Notice","Books","$166.77","SHP10455","Pickup","2025-07-16","Pending","Waiting"
"ORD10297","CUST1064","PROD1047","2025-01-26",1,"$181.76","Jessica Callahan","batesdarlene@hotmail.com","N/A","1962-07-13","N/A","N/A","N/A","N/A","Spring","Books","$237.17","SHP10170","Pickup","2025-07-16","Pending","Waiting"
"ORD10298","CUST1088","PROD1015","2025-06-09",1,"$386.89","Lisa Archer","reeddaniel@gregory.com","N/A","2000-11-01","N/A","N/A","N/A","N/A","Blood","Groceries","$27.58","SHP10073","Standard","2025-07-16","Delivered","Success"
"ORD10299","CUST1034","PROD1002","2024-12-31",3,"$275.28 ","Debra Davidson","tylerjohnson@hotmail.com","Female","1972-04-14","PAY10474","E-Wallet","Failed","2025-05-04","Almost","Groceries","$265.89","N/A","N/A",,"N/A","N/A"
"ORD10300","CUST1199","PROD1043","2025-03-23",4,"$490.51","Nathan Freeman","melissamcdonald@gmail.com","Male","2003-11-17","N/A","N/A","N/A","N/A","Parent","Books","$237.69","SHP10341","Express","2025-07-16","Delivered","Success"
"ORD10301","CUST1161","PROD1011","2025-05-16",2,"$36.23","Jennifer Adkins","georgeweber@morgan.com","Male","1980-01-09","PAY10052","Cash","Pending","2024-08-14","Admit","Groceries","$260.51","SHP10148","Express","2025-07-16","Delivered","Success"
"ORD10302","CUST1009","PROD1018","2024-11-21",2,"$26.68 ","Ryan Munoz","rayglenda@gmail.com","Male","1955-07-02","PAY10072","E-Wallet","Completed","2024-09-19","Likely","Groceries","$41.69","SHP10220","Pickup","2025-07-16","In Transit","Shipping"
"ORD10303","CUST1010","PROD1020","2025-02-20",3,"$260.11","Monica Herrera","christopher31@duran.com","N/A","2004-08-31","N/A","N/A","N/A","N/A","Remember","Books","$165.52","SHP10380","Express","2025-07-16","Pending","Waiting"
"ORD10304","CUST1064","PROD1002","2025-06-14",2,"$146.62","Jessica Callahan","batesdarlene@hotmail.com","N/A","1962-07-13","N/A","N/A","N/A","N/A","Almost","Groceries","$265.89","N/A","N/A",,"N/A","N/A"
"ORD10305","CUST1167","PROD1021","2024-08-22",3,"$66.62","Alyssa Day","john14@wright-davis.com","Male","2000-12-31","N/A","N/A","N/A","N/A","Score","Beauty","$50.65","SHP10481","Pickup","2025-07-16","Delivered","Success"
"ORD10306","CUST1111","PROD1025","2025-06-28",4,"$447.85","Shannon Walker","jennifer92@yahoo.com","Female","1962-06-14","N/A","N/A","N/A","N/A","Sit","Beauty","$31.86","SHP10157","Standard","2025-07-16","In Transit","Shipping"
"ORD10307","CUST1086","PROD1011","2025-02-06",4,"$347.57","Shirley Suarez","moorekaren@craig.info","N/A","2006-05-21","PAY10289","Bank Transfer","Pending","2025-06-11","Admit","Groceries","$260.51","N/A","N/A",,"N/A","N/A"
"ORD10308","CUST1132","PROD1017","2025-07-07",1,"$364.91","Mary Marshall","elizabethmiller@yahoo.com","N/A","2003-10-05","N/A","N/A","N/A","N/A","Along","Clothing","$242.17","SHP10311","Standard","2025-07-16","In Transit","Shipping"
"ORD10309","CUST1110","PROD1038","2024-08-01",2,"$275.01","Richard Rodriguez","riveraangela@yahoo.com","Female","1984-08-10","PAY10241","Credit Card","Completed","2025-06-15","Figure","Electronics","$271.71","N/A","N/A",,"N/A","N/A"
"ORD10310","CUST1026","PROD1005","2024-10-13",3,"$332.16","Justin Baker","andrea47@washington.com","N/A","2000-01-31","N/A","N/A","N/A","N/A","Kind","Beauty","$147.16","N/A","N/A",,"N/A","N/A"
"ORD10311","CUST1114","PROD1038","2024-10-06",4,"$87.49","Garrett Lin","bromero@parker-bean.com","N/A","2003-04-30","PAY10162","Cash","Failed","2025-02-08","Figure","Electronics","$271.71","SHP10040","Pickup","2025-07-16","Delivered","Success"
"ORD10312","CUST1089","PROD1028","2025-07-01",1,"$364.77","Aimee Montoya","djoyce@harris.com","Male","2005-11-25","PAY10497","Cash","Completed","2025-07-14","Leg","Clothing","$38.39","N/A","N/A",,"N/A","N/A"
"ORD10313","CUST1157","PROD1027","2025-06-18",3,"$321.54","Jason Stein","ryanbartlett@guerra.com","N/A","1998-03-13","N/A","N/A","N/A","N/A","Interest","Clothing","$258.23","N/A","N/A",,"N/A","N/A"
"ORD10314","CUST1019","PROD1042","2025-04-10",4,"$184.84 ","Carla Gray","cassandra01@gmail.com","Male","1998-01-02","N/A","N/A","N/A","N/A","Sign","Electronics","$278.69","N/A","N/A",,"N/A","N/A"
"ORD10315","CUST1007","PROD1009","2025-06-25",5,"$340.65","Gina Moore","agarcia@mitchell.com","Male","2003-06-10","N/A","N/A","N/A","N/A","Use","Clothing","$112.75","N/A","N/A",,"N/A","N/A"
"ORD10316","CUST1008","PROD1008","2025-02-21",1,"$121.82","Gabrielle Davis","ewilson@yahoo.com","N/A","1967-03-19","N/A","N/A","N/A","N/A","Would","Clothing","$201.1","N/A","N/A",,"N/A","N/A"
"ORD10317","CUST1092","PROD1024","2025-01-16",5,"$21.03 ","Denise Jacobs","sandersjudy@yahoo.com","Male","1990-04-20","N/A","N/A","N/A","N/A","Election","Groceries","$263.6","N/A","N/A",,"N/A","N/A"
"ORD10318","CUST1173","PROD1028","2024-10-29",3,"$189.15","Matthew Harrington","amanda16@gmail.com","N/A","1962-08-12","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","N/A","N/A",,"N/A","N/A"
"ORD10319","CUST1146","PROD1008","2024-08-03",5,"$186.64","Victoria Larson","xrush@hines-berry.net","Male","1991-05-14","N/A","N/A","N/A","N/A","Would","Clothing","$201.1","N/A","N/A",,"N/A","N/A"
"ORD10320","CUST1166","PROD1017","2025-07-09",2,"$480.46","Alyssa Long","michelle55@anderson-wood.net","Female","1960-01-01","N/A","N/A","N/A","N/A","Along","Clothing","$242.17","SHP10252","Pickup","2025-07-16","In Transit","Shipping"
"ORD10321","CUST1188","PROD1011","2024-08-13",4,"$261.28","Madison Poole","joshuaevans@wise-bush.info","Male","1991-08-04","N/A","N/A","N/A","N/A","Admit","Groceries","$260.51","SHP10160","Pickup","2025-07-16","Delivered","Success"
"ORD10322","CUST1067","PROD1049","2025-04-07",3,"$353.5 ","Carol Tucker","vanessafernandez@gmail.com","Male","1979-07-21","PAY10246","E-Wallet","Completed","2025-07-16","Tell","Clothing","$151.13","N/A","N/A",,"N/A","N/A"
"ORD10323","CUST1156","PROD1018","2025-07-10",4,"$104.09 ","Joshua Perry","teresaday@owens-holmes.com","Female","2006-08-27","PAY10482","Bank Transfer","Completed","2025-02-11","Likely","Groceries","$41.69","SHP10022","Pickup","2025-07-16","In Transit","Shipping"
"ORD10324","CUST1018","PROD1028","2024-11-01",2,"$449.85","Lisa Jackson","mkim@gmail.com","Male","1996-02-12","PAY10031","Cash","Failed","2024-09-01","Leg","Clothing","$38.39","N/A","N/A",,"N/A","N/A"
"ORD10325","CUST1022","PROD1043","2025-06-30",3,"$335.58","Ethan Adams","manuel12@yahoo.com","N/A","1989-08-09","N/A","N/A","N/A","N/A","Parent","Books","$237.69","SHP10320","Pickup","2025-07-16","Pending","Waiting"
"ORD10326","CUST1140","PROD1034","2025-02-11",3,"$446.21 ","Cheyenne Horton","acostachristian@hotmail.com","Female","1959-07-06","PAY10317","Credit Card","Pending","2025-04-17","Stand","Clothing","$78.55","N/A","N/A",,"N/A","N/A"
"ORD10327","CUST1182","PROD1045","2025-02-19",2,"$397.88 ","Angela Vaughn","tammy99@gmail.com","N/A","2005-12-30","N/A","N/A","N/A","N/A","Participant","Groceries","$212.01","SHP10483","Express","2025-07-16","Delivered","Success"
"ORD10328","CUST1031","PROD1012","2025-03-28",2,"$122.18","James Ferrell","seanwashington@yahoo.com","Male","1976-07-24","PAY10390","E-Wallet","Completed","2024-12-30","Effect","Clothing","$25.71","SHP10002","Pickup","2025-07-16","Delivered","Success"
"ORD10329","CUST1006","PROD1023","2024-07-28",5,"$288.28","Abigail Shaffer","alexis82@williams-brown.com","Male","1972-01-18","PAY10108","Cash","Pending","2024-11-01","Anything","Beauty","$144.16","SHP10137","Standard","2025-07-16","In Transit","Shipping"
"ORD10330","CUST1141","PROD1008","2024-09-23",5,"$442.7","David Douglas Jr.","manuel15@phillips.com","Male","1957-08-15","PAY10105","Credit Card","Completed","2025-01-18","Would","Clothing","$201.1","SHP10182","Express","2025-07-16","Pending","Waiting"
"ORD10331","CUST1079","PROD1025","2025-07-11",4,"$265.22","Lisa Barnes","caroline51@romero.com","Female","2002-04-22","PAY10218","Bank Transfer","Completed","2025-03-11","Sit","Beauty","$31.86","N/A","N/A",,"N/A","N/A"
"ORD10332","CUST1147","PROD1004","2025-06-11",2,"$486.33","Stephanie Salazar","redwards@gmail.com","N/A","1958-08-22","PAY10278","E-Wallet","Completed","2024-11-12","Recent","Electronics","$80.47","N/A","N/A",,"N/A","N/A"
"ORD10333","CUST1115","PROD1029","2024-11-15",5,"$175.53 ","Diana May","jeremytaylor@gmail.com","N/A","1994-03-23","N/A","N/A","N/A","N/A","East","Electronics","$199.12","N/A","N/A",,"N/A","N/A"
"ORD10334","CUST1196","PROD1008","2024-07-22",4,"$253.92","Daniel Salinas","manuel01@andrews.com","Male","1965-02-04","PAY10321","Bank Transfer","Pending","2025-06-25","Would","Clothing","$201.1","N/A","N/A",,"N/A","N/A"
"ORD10335","CUST1031","PROD1033","2024-10-04",2,"$155.54 ","James Ferrell","seanwashington@yahoo.com","Male","1976-07-24","N/A","N/A","N/A","N/A","Treat","Groceries","$228.53","N/A","N/A",,"N/A","N/A"
"ORD10336","CUST1082","PROD1045","2025-02-28",2,"$176.28","Michael Evans","whitejacqueline@yahoo.com","Female","2006-01-29","N/A","N/A","N/A","N/A","Participant","Groceries","$212.01","N/A","N/A",,"N/A","N/A"
"ORD10337","CUST1020","PROD1016","2024-09-09",2,"$319.35","Margaret Hawkins DDS","barbara27@pearson.org","Male","1982-02-18","N/A","N/A","N/A","N/A","Phone","Beauty","$221.18","N/A","N/A",,"N/A","N/A"
"ORD10338","CUST1032","PROD1040","2025-05-04",3,"$309.14","Tricia Valencia","mcantu@hotmail.com","Female","1971-06-03","N/A","N/A","N/A","N/A","Team","Clothing","$10.63","SHP10004","Pickup","2025-07-16","In Transit","Shipping"
"ORD10339","CUST1128","PROD1041","2025-05-30",2,"$297.95 ","Cameron Fisher","marydunn@hotmail.com","N/A","1992-07-25","PAY10428","E-Wallet","Pending","2025-05-31","Whom","Electronics","$123.22","SHP10052","Pickup","2025-07-16","Pending","Waiting"
"ORD10340","CUST1043","PROD1042","2025-04-18",5,"$361.71","Anthony Humphrey","gregorylynch@harvey-allen.org","Female","2003-09-25","N/A","N/A","N/A","N/A","Sign","Electronics","$278.69","N/A","N/A",,"N/A","N/A"
"ORD10341","CUST1144","PROD1002","2025-05-30",1,"$45.21","Amber Wright","thomascathy@johnson-jones.com","Male","2002-03-15","PAY10498","Cash","Pending","2025-01-16","Almost","Groceries","$265.89","N/A","N/A",,"N/A","N/A"
"ORD10342","CUST1166","PROD1013","2024-12-17",5,"$211.21","Alyssa Long","michelle55@anderson-wood.net","Female","1960-01-01","PAY10298","Bank Transfer","Failed","2025-03-10","Design","Books","$199.5","N/A","N/A",,"N/A","N/A"
